train dataset: size=20260
  inp: shape=(1, 64, 64)
  coord: shape=(4096, 2)
  cell: shape=(4096, 2)
  gt: shape=(4096, 1)
val dataset: size=52
  inp: shape=(1, 864, 1536)
  coord: shape=(2073600, 2)
  cell: shape=(2073600, 2)
  gt: shape=(2073600, 1)
model: #params=34.1K
epoch 1/1000, train: loss=0.0986, val: psnr=24.5802, 51.0s 51.0s/14.2h
epoch 32/1000, train: loss=0.0881, val: psnr=24.6548, 33.6s 17.7m/9.2h
epoch 33/1000, train: loss=0.0888, val: psnr=24.6636, 33.2s 18.2m/9.2h
epoch 34/1000, train: loss=0.0885, val: psnr=24.6369, 33.5s 18.8m/9.2h
epoch 35/1000, train: loss=0.0888, val: psnr=24.6558, 32.8s 19.3m/9.2h
epoch 36/1000, train: loss=0.0885, val: psnr=24.6735, 32.4s 19.9m/9.2h
epoch 37/1000, train: loss=0.0884, val: psnr=24.6601, 32.6s 20.4m/9.2h
epoch 38/1000, train: loss=0.0889, val: psnr=24.6648, 32.6s 21.0m/9.2h
epoch 39/1000, train: loss=0.0880, val: psnr=24.6663, 32.7s 21.5m/9.2h
epoch 40/1000, train: loss=0.0881, val: psnr=24.6687, 32.8s 22.1m/9.2h
epoch 41/1000, train: loss=0.0880, val: psnr=24.6468, 32.5s 22.6m/9.2h
epoch 42/1000, train: loss=0.0885, val: psnr=24.6664, 32.6s 23.2m/9.2h
epoch 43/1000, train: loss=0.0886, val: psnr=24.6676, 32.7s 23.7m/9.2h
epoch 44/1000, train: loss=0.0885, val: psnr=24.6721, 33.0s 24.2m/9.2h
epoch 45/1000, train: loss=0.0892, val: psnr=24.6736, 32.8s 24.8m/9.2h
epoch 46/1000, train: loss=0.0884, val: psnr=24.6522, 32.5s 25.3m/9.2h
epoch 47/1000, train: loss=0.0880, val: psnr=24.6682, 32.3s 25.9m/9.2h
epoch 48/1000, train: loss=0.0882, val: psnr=24.6513, 32.8s 26.4m/9.2h
epoch 49/1000, train: loss=0.0889, val: psnr=24.6748, 33.0s 27.0m/9.2h
epoch 50/1000, train: loss=0.0888, val: psnr=24.6725, 33.1s 27.5m/9.2h
epoch 51/1000, train: loss=0.0891, val: psnr=24.6768, 35.0s 28.1m/9.2h
epoch 52/1000, train: loss=0.0879, val: psnr=24.6736, 33.0s 28.7m/9.2h
epoch 53/1000, train: loss=0.0881, val: psnr=24.6370, 33.8s 29.2m/9.2h
epoch 54/1000, train: loss=0.0883, val: psnr=24.6705, 36.7s 29.8m/9.2h
epoch 55/1000, train: loss=0.0884, val: psnr=24.6629, 33.9s 30.4m/9.2h
epoch 56/1000, train: loss=0.0888, val: psnr=24.6784, 32.7s 30.9m/9.2h
epoch 57/1000, train: loss=0.0884, val: psnr=24.6772, 32.5s 31.5m/9.2h
epoch 58/1000, train: loss=0.0885, val: psnr=24.6807, 32.7s 32.0m/9.2h
epoch 59/1000, train: loss=0.0879, val: psnr=24.6750, 32.5s 32.6m/9.2h
epoch 60/1000, train: loss=0.0886, val: psnr=24.6601, 32.8s 33.1m/9.2h
epoch 61/1000, train: loss=0.0883, val: psnr=24.6745, 32.8s 33.7m/9.2h
epoch 62/1000, train: loss=0.0881, val: psnr=24.6673, 32.4s 34.2m/9.2h
epoch 63/1000, train: loss=0.0885, val: psnr=24.6635, 32.6s 34.7m/9.2h
epoch 64/1000, train: loss=0.0882, val: psnr=24.6659, 33.4s 35.3m/9.2h
epoch 65/1000, train: loss=0.0885, val: psnr=24.6617, 32.3s 35.8m/9.2h
epoch 66/1000, train: loss=0.0886, val: psnr=24.6806, 32.3s 36.4m/9.2h
epoch 67/1000, train: loss=0.0885, val: psnr=24.6782, 33.6s 36.9m/9.2h
epoch 68/1000, train: loss=0.0885, val: psnr=24.6801, 34.0s 37.5m/9.2h
epoch 69/1000, train: loss=0.0875, val: psnr=24.6767, 33.8s 38.1m/9.2h
epoch 70/1000, train: loss=0.0883, val: psnr=24.6769, 33.6s 38.6m/9.2h
epoch 71/1000, train: loss=0.0882, val: psnr=24.6757, 33.5s 39.2m/9.2h
epoch 72/1000, train: loss=0.0883, val: psnr=24.6738, 33.9s 39.7m/9.2h
epoch 73/1000, train: loss=0.0879, val: psnr=24.6766, 34.3s 40.3m/9.2h
epoch 74/1000, train: loss=0.0884, val: psnr=24.6795, 35.5s 40.9m/9.2h
epoch 75/1000, train: loss=0.0880, val: psnr=24.6642, 36.0s 41.5m/9.2h
epoch 76/1000, train: loss=0.0882, val: psnr=24.6798, 34.1s 42.1m/9.2h
epoch 77/1000, train: loss=0.0888, val: psnr=24.6717, 34.0s 42.6m/9.2h
epoch 78/1000, train: loss=0.0879, val: psnr=24.6651, 34.0s 43.2m/9.2h
epoch 79/1000, train: loss=0.0878, val: psnr=24.6866, 34.0s 43.8m/9.2h
epoch 80/1000, train: loss=0.0889, val: psnr=24.6755, 34.1s 44.3m/9.2h
epoch 81/1000, train: loss=0.0878, val: psnr=24.6707, 34.1s 44.9m/9.2h
epoch 82/1000, train: loss=0.0878, val: psnr=24.6798, 34.1s 45.5m/9.2h
epoch 83/1000, train: loss=0.0877, val: psnr=24.6908, 34.0s 46.1m/9.2h
epoch 84/1000, train: loss=0.0887, val: psnr=24.6594, 34.2s 46.6m/9.3h
epoch 85/1000, train: loss=0.0880, val: psnr=24.6765, 34.2s 47.2m/9.3h
epoch 86/1000, train: loss=0.0877, val: psnr=24.6881, 33.9s 47.8m/9.3h
epoch 87/1000, train: loss=0.0882, val: psnr=24.6783, 33.7s 48.3m/9.3h
epoch 88/1000, train: loss=0.0878, val: psnr=24.6709, 33.8s 48.9m/9.3h
epoch 89/1000, train: loss=0.0881, val: psnr=24.6751, 33.6s 49.4m/9.3h
epoch 90/1000, train: loss=0.0880, val: psnr=24.6931, 34.1s 50.0m/9.3h
epoch 91/1000, train: loss=0.0880, val: psnr=24.6798, 33.9s 50.6m/9.3h
epoch 92/1000, train: loss=0.0886, val: psnr=24.6803, 33.9s 51.1m/9.3h
epoch 93/1000, train: loss=0.0879, val: psnr=24.6882, 33.8s 51.7m/9.3h
epoch 94/1000, train: loss=0.0883, val: psnr=24.6810, 34.1s 52.3m/9.3h
epoch 95/1000, train: loss=0.0882, val: psnr=24.6901, 33.9s 52.8m/9.3h
epoch 96/1000, train: loss=0.0877, val: psnr=24.6847, 33.8s 53.4m/9.3h
epoch 97/1000, train: loss=0.0879, val: psnr=24.6829, 33.9s 54.0m/9.3h
epoch 98/1000, train: loss=0.0883, val: psnr=24.6840, 34.1s 54.5m/9.3h
epoch 99/1000, train: loss=0.0879, val: psnr=24.6653, 35.3s 55.1m/9.3h
epoch 100/1000, train: loss=0.0883, val: psnr=24.6743, 35.5s 55.7m/9.3h
epoch 101/1000, train: loss=0.0886, val: psnr=24.6941, 34.5s 56.3m/9.3h
epoch 102/1000, train: loss=0.0882, val: psnr=24.6733, 33.3s 56.8m/9.3h
epoch 103/1000, train: loss=0.0881, val: psnr=24.6883, 33.8s 57.4m/9.3h
epoch 104/1000, train: loss=0.0875, val: psnr=24.6906, 33.2s 58.0m/9.3h
epoch 105/1000, train: loss=0.0877, val: psnr=24.6873, 33.7s 58.5m/9.3h
epoch 106/1000, train: loss=0.0879, val: psnr=24.6805, 33.4s 59.1m/9.3h
epoch 107/1000, train: loss=0.0877, val: psnr=24.6767, 32.8s 59.6m/9.3h
epoch 108/1000, train: loss=0.0880, val: psnr=24.6853, 31.8s 1.0h/9.3h
epoch 109/1000, train: loss=0.0881, val: psnr=24.6758, 32.1s 1.0h/9.3h
epoch 110/1000, train: loss=0.0882, val: psnr=24.6836, 33.5s 1.0h/9.3h
epoch 111/1000, train: loss=0.0875, val: psnr=24.6872, 33.1s 1.0h/9.3h
epoch 112/1000, train: loss=0.0878, val: psnr=24.6830, 33.4s 1.0h/9.3h
epoch 113/1000, train: loss=0.0882, val: psnr=24.6902, 33.5s 1.0h/9.3h
epoch 114/1000, train: loss=0.0877, val: psnr=24.6944, 34.0s 1.1h/9.3h
epoch 115/1000, train: loss=0.0877, val: psnr=24.6871, 34.9s 1.1h/9.3h
epoch 116/1000, train: loss=0.0879, val: psnr=24.6922, 33.9s 1.1h/9.3h
epoch 117/1000, train: loss=0.0884, val: psnr=24.6862, 33.7s 1.1h/9.3h
epoch 118/1000, train: loss=0.0876, val: psnr=24.6815, 34.1s 1.1h/9.3h
epoch 119/1000, train: loss=0.0881, val: psnr=24.6992, 33.7s 1.1h/9.3h
epoch 120/1000, train: loss=0.0878, val: psnr=24.6688, 34.4s 1.1h/9.3h
epoch 121/1000, train: loss=0.0882, val: psnr=24.6756, 33.6s 1.1h/9.3h
epoch 122/1000, train: loss=0.0883, val: psnr=24.6721, 34.3s 1.1h/9.3h
epoch 123/1000, train: loss=0.0878, val: psnr=24.6822, 33.2s 1.1h/9.3h
epoch 124/1000, train: loss=0.0879, val: psnr=24.6950, 34.5s 1.2h/9.3h
epoch 125/1000, train: loss=0.0876, val: psnr=24.6929, 33.2s 1.2h/9.3h
epoch 126/1000, train: loss=0.0879, val: psnr=24.6890, 33.3s 1.2h/9.3h
epoch 127/1000, train: loss=0.0885, val: psnr=24.7024, 33.2s 1.2h/9.3h
epoch 128/1000, train: loss=0.0881, val: psnr=24.6908, 32.7s 1.2h/9.3h
epoch 129/1000, train: loss=0.0872, val: psnr=24.6879, 33.5s 1.2h/9.3h
epoch 130/1000, train: loss=0.0884, val: psnr=24.6964, 34.1s 1.2h/9.3h
epoch 131/1000, train: loss=0.0876, val: psnr=24.6693, 33.9s 1.2h/9.3h
epoch 132/1000, train: loss=0.0884, val: psnr=24.6874, 33.6s 1.2h/9.3h
epoch 133/1000, train: loss=0.0879, val: psnr=24.6827, 34.9s 1.2h/9.3h
epoch 134/1000, train: loss=0.0874, val: psnr=24.6846, 33.9s 1.2h/9.3h
epoch 135/1000, train: loss=0.0882, val: psnr=24.6864, 33.9s 1.3h/9.3h
epoch 136/1000, train: loss=0.0874, val: psnr=24.6889, 33.7s 1.3h/9.3h
epoch 137/1000, train: loss=0.0887, val: psnr=24.7020, 32.5s 1.3h/9.3h
epoch 138/1000, train: loss=0.0875, val: psnr=24.6878, 32.8s 1.3h/9.3h
epoch 139/1000, train: loss=0.0874, val: psnr=24.6910, 34.0s 1.3h/9.3h
epoch 140/1000, train: loss=0.0874, val: psnr=24.6824, 34.0s 1.3h/9.3h
epoch 141/1000, train: loss=0.0881, val: psnr=24.6956, 33.3s 1.3h/9.3h
epoch 142/1000, train: loss=0.0875, val: psnr=24.6827, 34.5s 1.3h/9.3h
epoch 143/1000, train: loss=0.0875, val: psnr=24.6688, 33.4s 1.3h/9.3h
epoch 144/1000, train: loss=0.0883, val: psnr=24.6944, 33.3s 1.3h/9.3h
epoch 145/1000, train: loss=0.0878, val: psnr=24.7008, 33.3s 1.3h/9.3h
epoch 146/1000, train: loss=0.0880, val: psnr=24.6765, 33.6s 1.4h/9.3h
epoch 147/1000, train: loss=0.0877, val: psnr=24.6906, 34.6s 1.4h/9.3h
epoch 148/1000, train: loss=0.0878, val: psnr=24.6844, 33.8s 1.4h/9.3h
epoch 149/1000, train: loss=0.0878, val: psnr=24.6689, 35.5s 1.4h/9.3h
epoch 150/1000, train: loss=0.0873, val: psnr=24.6834, 34.7s 1.4h/9.3h
epoch 151/1000, train: loss=0.0884, val: psnr=24.6952, 34.4s 1.4h/9.3h
epoch 152/1000, train: loss=0.0881, val: psnr=24.6986, 34.8s 1.4h/9.3h
epoch 153/1000, train: loss=0.0878, val: psnr=24.6917, 35.1s 1.4h/9.3h
epoch 154/1000, train: loss=0.0879, val: psnr=24.6773, 34.0s 1.4h/9.3h
epoch 155/1000, train: loss=0.0876, val: psnr=24.7002, 34.7s 1.4h/9.3h
epoch 156/1000, train: loss=0.0885, val: psnr=24.6825, 35.0s 1.5h/9.3h
epoch 157/1000, train: loss=0.0878, val: psnr=24.6986, 34.9s 1.5h/9.3h
epoch 158/1000, train: loss=0.0875, val: psnr=24.6897, 34.8s 1.5h/9.3h
epoch 159/1000, train: loss=0.0877, val: psnr=24.6844, 35.5s 1.5h/9.3h
epoch 160/1000, train: loss=0.0880, val: psnr=24.6957, 34.3s 1.5h/9.3h
epoch 161/1000, train: loss=0.0879, val: psnr=24.6929, 35.2s 1.5h/9.3h
epoch 162/1000, train: loss=0.0881, val: psnr=24.6945, 35.0s 1.5h/9.3h
epoch 163/1000, train: loss=0.0879, val: psnr=24.6482, 35.5s 1.5h/9.3h
epoch 164/1000, train: loss=0.0878, val: psnr=24.7030, 34.4s 1.5h/9.3h
epoch 165/1000, train: loss=0.0877, val: psnr=24.6858, 35.0s 1.5h/9.3h
epoch 166/1000, train: loss=0.0875, val: psnr=24.6812, 34.2s 1.6h/9.3h
epoch 167/1000, train: loss=0.0878, val: psnr=24.6867, 33.6s 1.6h/9.3h
epoch 168/1000, train: loss=0.0874, val: psnr=24.6909, 34.6s 1.6h/9.3h
epoch 169/1000, train: loss=0.0874, val: psnr=24.6909, 35.7s 1.6h/9.3h
epoch 170/1000, train: loss=0.0880, val: psnr=24.6842, 33.9s 1.6h/9.3h
epoch 171/1000, train: loss=0.0882, val: psnr=24.6569, 33.8s 1.6h/9.3h
epoch 172/1000, train: loss=0.0882, val: psnr=24.6891, 33.9s 1.6h/9.3h
epoch 173/1000, train: loss=0.0882, val: psnr=24.6897, 33.9s 1.6h/9.3h
epoch 174/1000, train: loss=0.0876, val: psnr=24.6826, 33.8s 1.6h/9.3h
epoch 175/1000, train: loss=0.0881, val: psnr=24.6987, 34.5s 1.6h/9.4h
epoch 176/1000, train: loss=0.0879, val: psnr=24.6859, 33.9s 1.6h/9.4h
epoch 177/1000, train: loss=0.0881, val: psnr=24.6929, 33.8s 1.7h/9.4h
epoch 178/1000, train: loss=0.0879, val: psnr=24.6958, 33.8s 1.7h/9.4h
epoch 179/1000, train: loss=0.0876, val: psnr=24.6908, 33.7s 1.7h/9.4h
epoch 180/1000, train: loss=0.0875, val: psnr=24.6921, 33.7s 1.7h/9.4h
epoch 181/1000, train: loss=0.0887, val: psnr=24.7091, 33.7s 1.7h/9.4h
epoch 182/1000, train: loss=0.0877, val: psnr=24.6770, 34.5s 1.7h/9.4h
epoch 183/1000, train: loss=0.0878, val: psnr=24.6903, 34.1s 1.7h/9.4h
epoch 184/1000, train: loss=0.0884, val: psnr=24.6637, 35.8s 1.7h/9.4h
epoch 185/1000, train: loss=0.0875, val: psnr=24.6868, 35.3s 1.7h/9.4h
epoch 186/1000, train: loss=0.0879, val: psnr=24.7015, 34.1s 1.7h/9.4h
epoch 187/1000, train: loss=0.0880, val: psnr=24.6933, 35.9s 1.8h/9.4h
epoch 188/1000, train: loss=0.0876, val: psnr=24.7033, 34.9s 1.8h/9.4h
epoch 189/1000, train: loss=0.0876, val: psnr=24.6971, 34.8s 1.8h/9.4h
epoch 190/1000, train: loss=0.0874, val: psnr=24.6673, 35.1s 1.8h/9.4h
epoch 191/1000, train: loss=0.0879, val: psnr=24.6739, 34.2s 1.8h/9.4h
epoch 192/1000, train: loss=0.0871, val: psnr=24.6854, 35.1s 1.8h/9.4h
epoch 193/1000, train: loss=0.0870, val: psnr=24.6827, 33.3s 1.8h/9.4h
epoch 194/1000, train: loss=0.0881, val: psnr=24.6555, 33.5s 1.8h/9.4h
epoch 195/1000, train: loss=0.0876, val: psnr=24.6878, 33.6s 1.8h/9.4h
epoch 196/1000, train: loss=0.0873, val: psnr=24.7014, 33.5s 1.8h/9.4h
epoch 197/1000, train: loss=0.0880, val: psnr=24.7015, 34.0s 1.8h/9.4h
epoch 198/1000, train: loss=0.0869, val: psnr=24.6920, 34.3s 1.9h/9.4h
epoch 199/1000, train: loss=0.0881, val: psnr=24.6934, 35.5s 1.9h/9.4h
epoch 200/1000, train: loss=0.0874, val: psnr=24.6691, 36.1s 1.9h/9.4h
epoch 201/1000, train: loss=0.0876, val: psnr=24.6973, 35.2s 1.9h/9.4h
epoch 202/1000, train: loss=0.0876, val: psnr=24.6953, 34.1s 1.9h/9.4h
epoch 203/1000, train: loss=0.0874, val: psnr=24.7035, 34.1s 1.9h/9.4h
epoch 204/1000, train: loss=0.0878, val: psnr=24.7039, 33.7s 1.9h/9.4h
epoch 205/1000, train: loss=0.0873, val: psnr=24.7006, 34.2s 1.9h/9.4h
epoch 206/1000, train: loss=0.0881, val: psnr=24.6994, 33.8s 1.9h/9.4h
epoch 207/1000, train: loss=0.0881, val: psnr=24.6999, 34.2s 1.9h/9.4h
epoch 208/1000, train: loss=0.0878, val: psnr=24.6896, 34.4s 2.0h/9.4h
epoch 209/1000, train: loss=0.0876, val: psnr=24.6927, 34.3s 2.0h/9.4h
epoch 210/1000, train: loss=0.0874, val: psnr=24.6822, 33.6s 2.0h/9.4h
epoch 211/1000, train: loss=0.0878, val: psnr=24.6899, 35.1s 2.0h/9.4h
epoch 212/1000, train: loss=0.0881, val: psnr=24.6956, 34.3s 2.0h/9.4h
epoch 213/1000, train: loss=0.0881, val: psnr=24.6993, 33.7s 2.0h/9.4h
epoch 214/1000, train: loss=0.0878, val: psnr=24.6965, 35.1s 2.0h/9.4h
epoch 215/1000, train: loss=0.0879, val: psnr=24.7118, 35.6s 2.0h/9.4h
epoch 216/1000, train: loss=0.0875, val: psnr=24.7143, 34.6s 2.0h/9.4h
epoch 217/1000, train: loss=0.0877, val: psnr=24.6976, 34.6s 2.0h/9.4h
epoch 218/1000, train: loss=0.0877, val: psnr=24.6895, 34.8s 2.0h/9.4h
epoch 219/1000, train: loss=0.0879, val: psnr=24.6953, 35.5s 2.1h/9.4h
epoch 220/1000, train: loss=0.0877, val: psnr=24.7095, 36.0s 2.1h/9.4h
epoch 221/1000, train: loss=0.0876, val: psnr=24.6965, 34.3s 2.1h/9.4h
epoch 222/1000, train: loss=0.0879, val: psnr=24.7068, 34.4s 2.1h/9.4h
epoch 223/1000, train: loss=0.0875, val: psnr=24.7102, 34.1s 2.1h/9.4h
epoch 224/1000, train: loss=0.0877, val: psnr=24.7029, 34.0s 2.1h/9.4h
epoch 225/1000, train: loss=0.0874, val: psnr=24.6794, 34.0s 2.1h/9.4h
epoch 226/1000, train: loss=0.0877, val: psnr=24.7068, 34.3s 2.1h/9.4h
epoch 227/1000, train: loss=0.0879, val: psnr=24.6912, 35.5s 2.1h/9.4h
epoch 228/1000, train: loss=0.0876, val: psnr=24.6849, 34.5s 2.1h/9.4h
epoch 229/1000, train: loss=0.0875, val: psnr=24.6889, 34.6s 2.2h/9.4h
epoch 230/1000, train: loss=0.0881, val: psnr=24.6923, 35.0s 2.2h/9.4h
epoch 231/1000, train: loss=0.0879, val: psnr=24.6970, 35.5s 2.2h/9.4h
epoch 232/1000, train: loss=0.0880, val: psnr=24.7013, 35.6s 2.2h/9.4h
epoch 233/1000, train: loss=0.0877, val: psnr=24.7053, 34.1s 2.2h/9.4h
epoch 234/1000, train: loss=0.0875, val: psnr=24.6992, 34.1s 2.2h/9.4h
epoch 235/1000, train: loss=0.0881, val: psnr=24.6876, 34.7s 2.2h/9.4h
epoch 236/1000, train: loss=0.0874, val: psnr=24.7051, 34.0s 2.2h/9.4h
epoch 237/1000, train: loss=0.0878, val: psnr=24.7100, 33.5s 2.2h/9.4h
epoch 238/1000, train: loss=0.0877, val: psnr=24.7095, 33.3s 2.2h/9.4h
epoch 239/1000, train: loss=0.0866, val: psnr=24.7149, 33.7s 2.2h/9.4h
epoch 240/1000, train: loss=0.0873, val: psnr=24.7047, 33.7s 2.3h/9.4h
epoch 241/1000, train: loss=0.0876, val: psnr=24.6963, 33.4s 2.3h/9.4h
epoch 242/1000, train: loss=0.0871, val: psnr=24.7005, 34.2s 2.3h/9.4h
epoch 243/1000, train: loss=0.0880, val: psnr=24.7059, 34.2s 2.3h/9.4h
epoch 244/1000, train: loss=0.0877, val: psnr=24.7007, 34.5s 2.3h/9.4h
epoch 245/1000, train: loss=0.0874, val: psnr=24.6922, 34.2s 2.3h/9.4h
epoch 246/1000, train: loss=0.0874, val: psnr=24.6618, 34.8s 2.3h/9.4h
epoch 247/1000, train: loss=0.0870, val: psnr=24.7075, 34.5s 2.3h/9.4h
epoch 248/1000, train: loss=0.0873, val: psnr=24.6837, 34.6s 2.3h/9.4h
epoch 249/1000, train: loss=0.0877, val: psnr=24.7044, 34.4s 2.3h/9.4h
epoch 250/1000, train: loss=0.0873, val: psnr=24.6930, 36.0s 2.4h/9.4h
epoch 251/1000, train: loss=0.0876, val: psnr=24.6982, 34.5s 2.4h/9.4h
epoch 252/1000, train: loss=0.0878, val: psnr=24.6888, 35.2s 2.4h/9.4h
epoch 253/1000, train: loss=0.0872, val: psnr=24.7007, 35.0s 2.4h/9.4h
epoch 254/1000, train: loss=0.0874, val: psnr=24.7007, 35.7s 2.4h/9.4h
epoch 255/1000, train: loss=0.0880, val: psnr=24.6958, 36.7s 2.4h/9.4h
epoch 256/1000, train: loss=0.0876, val: psnr=24.6963, 36.8s 2.4h/9.4h
epoch 257/1000, train: loss=0.0872, val: psnr=24.7071, 37.1s 2.4h/9.4h
epoch 258/1000, train: loss=0.0874, val: psnr=24.6898, 36.3s 2.4h/9.4h
epoch 259/1000, train: loss=0.0876, val: psnr=24.7076, 42.4s 2.4h/9.4h
epoch 260/1000, train: loss=0.0874, val: psnr=24.7068, 38.6s 2.5h/9.4h
epoch 261/1000, train: loss=0.0872, val: psnr=24.7057, 37.6s 2.5h/9.5h
epoch 262/1000, train: loss=0.0875, val: psnr=24.7073, 36.0s 2.5h/9.5h
epoch 263/1000, train: loss=0.0873, val: psnr=24.7018, 34.6s 2.5h/9.5h
epoch 264/1000, train: loss=0.0876, val: psnr=24.6816, 34.6s 2.5h/9.5h
epoch 265/1000, train: loss=0.0877, val: psnr=24.7019, 33.6s 2.5h/9.5h
epoch 266/1000, train: loss=0.0876, val: psnr=24.7089, 33.8s 2.5h/9.5h
epoch 267/1000, train: loss=0.0875, val: psnr=24.7087, 33.9s 2.5h/9.5h
epoch 268/1000, train: loss=0.0877, val: psnr=24.7077, 34.0s 2.5h/9.5h
epoch 269/1000, train: loss=0.0875, val: psnr=24.6924, 34.1s 2.5h/9.5h
epoch 270/1000, train: loss=0.0873, val: psnr=24.7055, 33.8s 2.6h/9.5h
epoch 271/1000, train: loss=0.0872, val: psnr=24.7008, 34.0s 2.6h/9.5h
epoch 272/1000, train: loss=0.0877, val: psnr=24.6941, 34.0s 2.6h/9.5h
epoch 273/1000, train: loss=0.0873, val: psnr=24.6989, 33.6s 2.6h/9.5h
epoch 274/1000, train: loss=0.0877, val: psnr=24.7117, 33.8s 2.6h/9.5h
epoch 275/1000, train: loss=0.0872, val: psnr=24.7089, 33.9s 2.6h/9.5h
epoch 276/1000, train: loss=0.0871, val: psnr=24.7001, 33.9s 2.6h/9.5h
epoch 277/1000, train: loss=0.0874, val: psnr=24.6990, 34.1s 2.6h/9.5h
epoch 278/1000, train: loss=0.0877, val: psnr=24.7156, 33.7s 2.6h/9.5h
epoch 279/1000, train: loss=0.0873, val: psnr=24.7010, 33.7s 2.6h/9.5h
epoch 280/1000, train: loss=0.0873, val: psnr=24.7049, 34.2s 2.6h/9.5h
epoch 281/1000, train: loss=0.0877, val: psnr=24.6847, 34.0s 2.7h/9.5h
epoch 282/1000, train: loss=0.0875, val: psnr=24.6947, 34.0s 2.7h/9.5h
epoch 283/1000, train: loss=0.0875, val: psnr=24.7036, 33.8s 2.7h/9.5h
epoch 284/1000, train: loss=0.0868, val: psnr=24.7077, 34.0s 2.7h/9.5h
epoch 285/1000, train: loss=0.0880, val: psnr=24.7058, 33.9s 2.7h/9.5h
epoch 286/1000, train: loss=0.0876, val: psnr=24.7056, 33.7s 2.7h/9.5h
epoch 287/1000, train: loss=0.0875, val: psnr=24.6945, 33.6s 2.7h/9.4h
epoch 288/1000, train: loss=0.0876, val: psnr=24.7023, 33.6s 2.7h/9.4h
epoch 289/1000, train: loss=0.0873, val: psnr=24.7085, 33.6s 2.7h/9.4h
epoch 290/1000, train: loss=0.0876, val: psnr=24.7095, 33.9s 2.7h/9.4h
epoch 291/1000, train: loss=0.0873, val: psnr=24.7037, 33.7s 2.7h/9.4h
epoch 292/1000, train: loss=0.0878, val: psnr=24.7144, 33.8s 2.8h/9.4h
epoch 293/1000, train: loss=0.0875, val: psnr=24.7120, 33.9s 2.8h/9.4h
epoch 294/1000, train: loss=0.0876, val: psnr=24.7076, 34.0s 2.8h/9.4h
epoch 295/1000, train: loss=0.0872, val: psnr=24.6994, 33.8s 2.8h/9.4h
epoch 296/1000, train: loss=0.0876, val: psnr=24.6987, 33.9s 2.8h/9.4h
